month,group,district,count
2011-05,MENTAL HEALTH,C,26
2013-08,FALSE ALARMS,L,103
2013-07,"NUISANCE, MISCHIEF",U,34
2011-07,ARREST,C,19
2013-03,MISCELLANEOUS MISDEMEANORS,B,1
2012-10,"PROPERTY - MISSING, FOUND",Q,6
2013-02,FALSE ALARMS,G,37
2012-12,BURGLARY,K,32
2012-07,CAR PROWL,E,39
2011-04,TRESPASS,D,66
2011-07,"THREATS, HARASSMENT",C,16
2011-07,ARREST,L,26
2013-03,NARCOTICS COMPLAINTS,G,17
2011-05,ANIMAL COMPLAINTS,R,2
2013-06,BIKE,NULL,2
2012-03,"PROPERTY - MISSING, FOUND",K,23
2013-12,ARREST,W,3
2011-02,WEAPONS CALLS,E,6
2013-02,PERSON DOWN/INJURY,O,5
2011-12,ASSAULTS,M,41
2012-12,WEAPONS CALLS,G,1
2013-11,CAR PROWL,O,38
2011-09,LEWD CONDUCT,D,8
2011-11,PROPERTY DAMAGE,O,21
2012-09,PROPERTY DAMAGE,G,17
2012-02,SUSPICIOUS CIRCUMSTANCES,J,195
2013-10,HOMICIDE,N,1
2013-06,NARCOTICS COMPLAINTS,N,22
2012-03,TRAFFIC RELATED CALLS,W,191
2013-01,MENTAL HEALTH,M,57
2013-12,SUSPICIOUS CIRCUMSTANCES,M,157
2011-07,TRAFFIC RELATED CALLS,99,7
2012-05,WEAPONS CALLS,F,1
2012-02,OTHER VICE,N,1
2012-10,"PERSONS - LOST, FOUND, MISSING",G,6
2011-01,BURGLARY,C,45
2011-03,SHOPLIFTING,F,8
2011-06,FAILURE TO REGISTER (SEX OFFENDER),M,2
2013-10,LEWD CONDUCT,E,6
2012-07,"PERSONS - LOST, FOUND, MISSING",S,8
2012-06,CAR PROWL,S,17
2013-04,ROBBERY,J,5
2013-12,TRAFFIC RELATED CALLS,NULL,1
2012-10,ASSAULTS,N,24
2013-12,ACCIDENT INVESTIGATION,U,2
2012-01,TRAFFIC RELATED CALLS,O,282
2011-01,OTHER PROPERTY,N,44
2013-01,BIKE,R,2
2012-01,NARCOTICS COMPLAINTS,Q,5
2012-12,ANIMAL COMPLAINTS,Q,3
2012-11,ASSAULTS,N,15
2013-03,WEAPONS CALLS,U,4
2012-09,SUSPICIOUS CIRCUMSTANCES,C,263
2011-07,BURGLARY,B,56
2013-04,OTHER PROPERTY,N,50
2012-02,DISTURBANCES,M,293
2011-07,FRAUD CALLS,K,20
2012-10,DISTURBANCES,E,210
2012-12,FALSE ALARMS,F,38
2012-07,CAR PROWL,L,29
2013-10,SUSPICIOUS CIRCUMSTANCES,Q,165
2012-08,BURGLARY,C,47
2012-07,TRESPASS,K,63
2012-03,PERSON DOWN/INJURY,K,16
2011-02,"PERSONS - LOST, FOUND, MISSING",E,5
2012-08,TRESPASS,L,8
2011-07,MENTAL HEALTH,J,37
2012-07,DISTURBANCES,E,245
2013-07,OTHER PROPERTY,E,38
2011-06,HAZARDS,R,3
2012-10,"THREATS, HARASSMENT",C,13
2011-03,"NUISANCE, MISCHIEF",S,9
2012-07,SUSPICIOUS CIRCUMSTANCES,R,228
2011-12,ANIMAL COMPLAINTS,D,4
2011-05,SHOPLIFTING,D,33
2011-06,MISCELLANEOUS MISDEMEANORS,G,3
2011-06,TRESPASS,E,44
2013-10,ACCIDENT INVESTIGATION,C,7
2013-02,FRAUD CALLS,O,10
2013-10,FALSE ALARMS,B,64
2013-06,ROBBERY,99,1
2013-09,"NUISANCE, MISCHIEF",E,23
2013-01,TRAFFIC RELATED CALLS,B,182
2012-03,ARREST,U,24
2013-08,FALSE ALARMS,O,55
2011-01,FRAUD CALLS,N,30
2012-06,PROWLER,Q,3
2011-07,LEWD CONDUCT,R,4
2012-12,PERSON DOWN/INJURY,O,5
2012-08,OTHER VICE,R,2
2011-10,MISCELLANEOUS MISDEMEANORS,L,5
2012-06,PERSON DOWN/INJURY,E,14
2013-01,PERSON DOWN/INJURY,L,6
2013-05,ASSAULTS,NULL,5
2011-04,"THREATS, HARASSMENT",B,13
2012-04,NARCOTICS COMPLAINTS,O,12
2013-12,TRESPASS,F,9
2012-12,VICE CALLS,R,1
2012-10,PROWLER,G,1
2013-12,LIQUOR VIOLATIONS,F,5
2011-01,NARCOTICS COMPLAINTS,S,35
2013-05,FALSE ALARMS,G,62
2012-05,MENTAL HEALTH,J,39
2012-10,NARCOTICS COMPLAINTS,S,15
2012-11,LEWD CONDUCT,G,1
2013-02,OTHER PROPERTY,J,31
2011-11,PROPERTY DAMAGE,W,25
2012-03,BURGLARY,J,49
2011-02,HAZARDS,C,5
2011-03,OTHER PROPERTY,B,20
2013-08,FALSE ALARMS,N,41
2012-10,ACCIDENT INVESTIGATION,Q,81
2013-07,SHOPLIFTING,R,13
2013-09,HARBOR CALLS,Q,1
2011-03,"PROPERTY - MISSING, FOUND",J,5
2011-06,ACCIDENT INVESTIGATION,U,105
2013-11,"PERSONS - LOST, FOUND, MISSING",S,10
2011-01,CAR PROWL,B,47
2012-05,PROSTITUTION,D,10
2012-08,FRAUD CALLS,E,17
2013-02,ARREST,N,27
2013-03,CAR PROWL,K,24
2012-01,PERSON DOWN/INJURY,L,10
2013-05,CAR PROWL,B,57
2013-03,PERSON DOWN/INJURY,C,4
2013-11,PROPERTY DAMAGE,M,19
2011-07,HARBOR CALLS,L,3
2013-05,BIKE,D,10
2012-01,AUTO THEFTS,F,37
2012-02,ACCIDENT INVESTIGATION,99,1
2011-01,FRAUD CALLS,C,19
2011-01,FALSE ALARMS,C,61
2012-09,TRESPASS,U,58
2013-02,TRAFFIC RELATED CALLS,G,131
2013-11,PERSON DOWN/INJURY,O,5
2011-07,BIKE,F,3
2012-12,LEWD CONDUCT,C,1
2012-03,ACCIDENT INVESTIGATION,Q,70
2012-08,BURGLARY,Q,34
2012-08,HARBOR CALLS,G,3
2013-04,BURGLARY,M,21
2011-09,DRIVE BY (NO INJURY),G,1
2012-03,MENTAL HEALTH,W,38
2011-02,ARREST,D,28
2012-10,SHOPLIFTING,J,16
2013-10,"PROPERTY - MISSING, FOUND",B,9
2012-01,CAR PROWL,E,27
2011-02,BIKE,E,2
2011-05,ASSAULTS,K,62
2011-03,MISCELLANEOUS MISDEMEANORS,S,3
2011-07,TRESPASS,U,23
2011-02,SHOPLIFTING,G,34
2012-03,CAR PROWL,F,16
2011-01,FRAUD CALLS,J,13
2011-02,"NUISANCE, MISCHIEF",K,140
2012-10,MENTAL HEALTH,Q,19
2013-08,"NUISANCE, MISCHIEF",F,32
2012-05,HAZARDS,Q,18
2013-09,"NUISANCE, MISCHIEF",W,15
2013-10,"PERSONS - LOST, FOUND, MISSING",M,8
2012-08,SHOPLIFTING,N,44
2012-07,DISTURBANCES,K,314
2012-04,NARCOTICS COMPLAINTS,B,12
2013-03,OTHER VICE,E,1
2011-03,ROBBERY,C,9
2013-04,SHOPLIFTING,M,84
2012-01,OTHER PROPERTY,C,29
2012-10,RECKLESS BURNING,B,1
2012-12,FRAUD CALLS,J,12
2013-11,ACCIDENT INVESTIGATION,F,5
2013-01,SUSPICIOUS CIRCUMSTANCES,G,152
2011-11,DISTURBANCES,C,109
2011-02,WEAPONS CALLS,N,2
2012-03,MENTAL HEALTH,L,33
2012-01,TRAFFIC RELATED CALLS,G,118
2011-01,"PROPERTY - MISSING, FOUND",S,10
2012-10,"PERSONS - LOST, FOUND, MISSING",E,8
2013-05,"PERSONS - LOST, FOUND, MISSING",S,12
2013-02,MENTAL HEALTH,C,25
2011-08,AUTO THEFTS,B,34
2011-01,NARCOTICS COMPLAINTS,D,34
2013-11,LIQUOR VIOLATIONS,U,19
2012-06,HARBOR CALLS,B,1
2013-09,HAZARDS,K,21
2013-07,"NUISANCE, MISCHIEF",S,33
2012-01,WEAPONS CALLS,K,3
2011-02,LIQUOR VIOLATIONS,C,21
2012-10,MENTAL HEALTH,F,33
2011-01,FALSE ALARMS,O,59
2013-08,MENTAL HEALTH,F,19
2011-09,NARCOTICS COMPLAINTS,D,43
2013-03,FALSE ALARMS,M,33
2013-06,PROPERTY DAMAGE,B,24
2013-08,LEWD CONDUCT,O,2
2013-11,TRESPASS,K,77
2011-08,ANIMAL COMPLAINTS,F,5
2011-12,LIQUOR VIOLATIONS,J,22
2013-12,PERSON DOWN/INJURY,N,14
2011-09,ACCIDENT INVESTIGATION,M,83
2013-02,ASSAULTS,F,20
2013-02,MENTAL HEALTH,N,32
2011-02,LEWD CONDUCT,E,1
2013-06,"PROPERTY - MISSING, FOUND",S,10
2013-01,SHOPLIFTING,O,22
2012-06,PERSON DOWN/INJURY,R,6
2012-04,SHOPLIFTING,S,17
2012-09,OTHER PROPERTY,E,57
2012-03,ACCIDENT INVESTIGATION,U,85
2013-02,HAZARDS,L,3
2012-03,PROWLER,G,2
2013-01,ROBBERY,G,7
2012-06,FRAUD CALLS,Q,7
2012-08,OTHER VICE,E,1
2013-10,TRESPASS,S,11
2012-12,ACCIDENT INVESTIGATION,G,53
2013-05,BIKE,C,4
2012-10,BURGLARY,M,24
2013-10,CAR PROWL,U,49
2012-04,RECKLESS BURNING,G,1
2013-03,ACCIDENT INVESTIGATION,J,117
2013-01,RECKLESS BURNING,K,1
2013-07,LIQUOR VIOLATIONS,B,25
2011-08,FALSE ALARMS,B,50
2013-12,NARCOTICS COMPLAINTS,Q,1
2011-12,"THREATS, HARASSMENT",Q,7
2013-10,"PROPERTY - MISSING, FOUND",C,31
2011-02,BURGLARY,M,16
2013-03,"PERSONS - LOST, FOUND, MISSING",F,7
2011-04,BURGLARY,F,31
2012-08,NARCOTICS COMPLAINTS,L,9
2011-07,"PERSONS - LOST, FOUND, MISSING",S,9
2013-11,"PROPERTY - MISSING, FOUND",W,15
2011-09,BIKE,Q,8
2012-04,ANIMAL COMPLAINTS,L,1
2013-11,ASSAULTS,B,8
2013-07,ACCIDENT INVESTIGATION,Q,83
2013-04,TRAFFIC RELATED CALLS,NULL,59
2011-09,WEAPONS CALLS,L,2
2011-01,DISTURBANCES,S,142
2012-06,AUTO THEFTS,L,31
2013-07,SUSPICIOUS CIRCUMSTANCES,K,167
2013-03,"NUISANCE, MISCHIEF",K,73
2013-04,LEWD CONDUCT,C,2
2013-01,ACCIDENT INVESTIGATION,N,93
2012-03,WEAPONS CALLS,R,5
2012-01,TRESPASS,C,23
2012-11,"PROPERTY - MISSING, FOUND",W,14
2012-01,AUTO THEFTS,D,24
2013-02,SUSPICIOUS CIRCUMSTANCES,99,4
2013-07,OTHER PROPERTY,C,44
2012-09,HAZARDS,D,21
2012-05,FRAUD CALLS,R,19
2011-12,OTHER PROPERTY,R,32
2011-03,ROBBERY,M,8
2013-01,PROPERTY DAMAGE,C,19
2012-08,ARREST,N,25
2012-09,LEWD CONDUCT,O,3
2011-02,TRESPASS,K,117
2011-12,ROBBERY,E,6
2011-02,"PROPERTY - MISSING, FOUND",J,8
2012-02,OTHER PROPERTY,W,30
2013-12,"THREATS, HARASSMENT",D,11
2011-12,ANIMAL COMPLAINTS,S,7
2013-04,BURGLARY,C,32
2011-08,BURGLARY,F,53
2011-04,NARCOTICS COMPLAINTS,F,12
2011-07,DRIVE BY (NO INJURY),S,8
2013-11,CAR PROWL,J,86
2011-06,SHOPLIFTING,N,36
2013-08,OTHER PROPERTY,O,36
2011-10,"PROPERTY - MISSING, FOUND",L,6
2011-08,"PERSONS - LOST, FOUND, MISSING",C,5
2012-09,FRAUD CALLS,E,10
2013-10,PROPERTY DAMAGE,Q,25
2013-07,HAZARDS,O,39
2012-08,ROBBERY,Q,1
2012-09,BIKE,U,13
2011-06,WEAPONS CALLS,B,3
2013-11,"THREATS, HARASSMENT",M,16
2013-07,NARCOTICS COMPLAINTS,E,33
2013-09,OTHER PROPERTY,M,58
2011-07,BIKE,U,8
2013-01,WEAPONS CALLS,L,2
2011-12,ASSAULTS,B,10
2013-03,SHOPLIFTING,B,23
2012-05,MENTAL HEALTH,Q,38
2013-10,ARREST,O,10
2013-02,ASSAULTS,O,12
2011-01,MISCELLANEOUS MISDEMEANORS,Q,4
2012-10,AUTO THEFTS,J,50
2013-03,"NUISANCE, MISCHIEF",D,63
2012-02,BURGLARY,J,34
2011-02,"PROPERTY - MISSING, FOUND",E,12
2011-08,BIKE,K,7
2011-06,HOMICIDE,O,1
2011-04,OTHER VICE,S,1
2012-12,"NUISANCE, MISCHIEF",M,65
2012-11,MENTAL HEALTH,J,33
2012-11,"NUISANCE, MISCHIEF",G,1
2011-10,NARCOTICS COMPLAINTS,C,5
2012-12,"PERSONS - LOST, FOUND, MISSING",G,8
2012-02,ARREST,J,13
2013-09,"PROPERTY - MISSING, FOUND",G,11
2013-02,TRESPASS,K,71
2011-03,"PERSONS - LOST, FOUND, MISSING",J,3
2011-03,BURGLARY,F,43
2012-12,SUSPICIOUS CIRCUMSTANCES,N,227
2012-09,LEWD CONDUCT,J,8
2011-05,"THREATS, HARASSMENT",K,26
2012-01,PROPERTY DAMAGE,R,17
2011-06,PROSTITUTION,L,1
2011-10,ACCIDENT INVESTIGATION,O,127
2011-02,MENTAL HEALTH,F,25
2013-08,PROSTITUTION,N,32
2013-01,PERSON DOWN/INJURY,R,4
2011-11,SHOPLIFTING,D,32
2012-10,"PERSONS - LOST, FOUND, MISSING",K,4
2011-11,CAR PROWL,F,20
2013-04,PERSON DOWN/INJURY,W,3
2011-06,HARBOR CALLS,L,2
2011-11,ARREST,O,12
2013-07,"PROPERTY - MISSING, FOUND",M,32
2013-02,ASSAULTS,D,27
2013-10,PERSON DOWN/INJURY,S,5
2013-09,"THREATS, HARASSMENT",K,23
2012-06,MENTAL HEALTH,W,45
2012-10,TRAFFIC RELATED CALLS,O,298
2013-05,DRIVE BY (NO INJURY),O,1
2012-04,MENTAL HEALTH,E,47
2012-01,TRAFFIC RELATED CALLS,R,245
2013-10,FALSE ALARMS,G,44
2013-05,PROWLER,E,4
2013-04,NARCOTICS COMPLAINTS,M,149
2012-12,"NUISANCE, MISCHIEF",B,20
2013-08,"THREATS, HARASSMENT",B,7
2012-02,BURGLARY,L,41
2011-06,ARREST,C,14
2013-05,NARCOTICS COMPLAINTS,G,23
2012-09,ROBBERY,L,8
2011-04,PERSON DOWN/INJURY,W,11
2011-03,FAILURE TO REGISTER (SEX OFFENDER),E,1
2012-05,FRAUD CALLS,Q,16
2012-04,"NUISANCE, MISCHIEF",G,2
2012-12,AUTO THEFTS,U,27
2012-09,WEAPONS CALLS,E,4
2013-05,PROSTITUTION,J,2
2013-04,ANIMAL COMPLAINTS,M,2
2012-12,TRAFFIC RELATED CALLS,U,167
2013-03,PROPERTY DAMAGE,J,30
2011-04,TRAFFIC RELATED CALLS,U,217
2013-09,LIQUOR VIOLATIONS,G,16
2012-03,PROWLER,E,3
2012-05,PERSON DOWN/INJURY,M,27
2013-01,OTHER PROPERTY,M,64
2012-02,ARREST,99,12
2011-10,FRAUD CALLS,B,19
2013-09,HAZARDS,M,29
2012-06,DISTURBANCES,K,267
2011-09,MISCELLANEOUS MISDEMEANORS,N,2
2011-02,HAZARDS,Q,15
2012-10,ASSAULTS,R,7
2011-05,ROBBERY,M,16
2012-08,LEWD CONDUCT,Q,1
2012-10,PERSON DOWN/INJURY,O,8
2012-03,MENTAL HEALTH,C,33
2012-07,CAR PROWL,Q,49
2011-11,OTHER PROPERTY,B,28
2012-03,CAR PROWL,O,43
2012-02,SUSPICIOUS CIRCUMSTANCES,Q,181
2012-04,ARREST,O,18
2013-10,FALSE ALARMS,N,48
2011-04,ANIMAL COMPLAINTS,O,2
2013-01,"THREATS, HARASSMENT",F,16
2012-01,LIQUOR VIOLATIONS,L,11
2011-01,TRAFFIC RELATED CALLS,L,299
2012-03,LEWD CONDUCT,G,2
2011-06,SUSPICIOUS CIRCUMSTANCES,NULL,2
2012-09,HAZARDS,C,9
2012-01,TRESPASS,K,80
2013-03,LIQUOR VIOLATIONS,J,21
2013-04,"THREATS, HARASSMENT",U,7
2013-11,ANIMAL COMPLAINTS,C,2
2012-08,SUSPICIOUS CIRCUMSTANCES,M,242
2012-03,PERSON DOWN/INJURY,D,17
2012-08,BURGLARY,G,14
2012-09,"PERSONS - LOST, FOUND, MISSING",F,10
2013-11,BIKE,M,4
2012-10,ROBBERY,W,3
2013-05,FRAUD CALLS,K,14
2013-10,ROBBERY,R,5
2011-04,"PERSONS - LOST, FOUND, MISSING",K,4
2012-11,PROPERTY DAMAGE,K,21
2013-12,PROPERTY DAMAGE,N,23
2013-12,BIKE,S,2
2013-03,TRESPASS,L,8
2012-11,SUSPICIOUS CIRCUMSTANCES,R,133
2013-11,"THREATS, HARASSMENT",C,9
2012-03,MISCELLANEOUS MISDEMEANORS,Q,3
2011-11,ACCIDENT INVESTIGATION,D,99
2013-03,MISCELLANEOUS MISDEMEANORS,G,1
2013-08,ANIMAL COMPLAINTS,C,7
2011-10,ARREST,Q,6
2013-05,AUTO THEFTS,U,59
2012-09,DISTURBANCES,G,194
2011-11,DISTURBANCES,O,106
2013-10,BIKE,G,1
2011-08,CAR PROWL,S,21
2012-01,FRAUD CALLS,C,18
2012-02,NARCOTICS COMPLAINTS,D,34
2011-05,NARCOTICS COMPLAINTS,K,140
2013-01,DISTURBANCES,G,117
2013-04,MENTAL HEALTH,D,67
2013-09,LIQUOR VIOLATIONS,B,19
2011-03,ARREST,B,12
2013-10,TRAFFIC RELATED CALLS,U,208
2013-12,ROBBERY,W,3
2012-10,"PROPERTY - MISSING, FOUND",NULL,1
2013-06,SHOPLIFTING,B,29
2012-06,HARBOR CALLS,J,1
2012-01,DISTURBANCES,W,109
2012-05,OTHER PROPERTY,M,83
2012-03,HOMICIDE,W,1
2012-03,PROPERTY DAMAGE,S,16
2011-06,ARREST,G,25
2012-12,FRAUD CALLS,L,18
2011-12,"PROPERTY - MISSING, FOUND",F,13
2011-12,RECKLESS BURNING,Q,1
2013-06,ASSAULTS,C,16
2011-08,ACCIDENT INVESTIGATION,C,78
2012-01,AUTO THEFTS,E,20
2012-01,FALSE ALARMS,R,62
2013-02,PROPERTY DAMAGE,G,13
2012-09,"THREATS, HARASSMENT",G,15
2013-01,HAZARDS,Q,8
2011-06,ARREST,M,53
2013-10,"THREATS, HARASSMENT",B,18
2011-11,"PROPERTY - MISSING, FOUND",S,9
2011-10,"PROPERTY - MISSING, FOUND",R,5
2011-11,"NUISANCE, MISCHIEF",L,16
2012-05,NARCOTICS COMPLAINTS,N,20
2011-07,SUSPICIOUS CIRCUMSTANCES,E,295
2011-12,DRIVE BY (NO INJURY),G,1
2013-08,BIKE,J,8
2013-09,"THREATS, HARASSMENT",E,11
2011-08,BIKE,D,15
2011-08,MISCELLANEOUS MISDEMEANORS,W,63
2013-10,PROPERTY DAMAGE,W,23
2012-06,MISCELLANEOUS MISDEMEANORS,G,4
2013-09,FALSE ALARMS,M,35
2012-12,PROSTITUTION,N,32
2013-10,FRAUD CALLS,99,1
2012-10,PERSON DOWN/INJURY,N,17
2013-06,NARCOTICS COMPLAINTS,G,27
2011-11,BIKE,M,4
2012-10,CAR PROWL,G,32
2011-10,BIKE,U,2
2013-01,MENTAL HEALTH,Q,24
2012-08,SUSPICIOUS CIRCUMSTANCES,C,322
2012-11,MENTAL HEALTH,W,21
2011-12,ARREST,J,8
2011-12,FALSE ALARMS,U,31
2013-02,TRESPASS,E,73
2013-04,HAZARDS,W,11
2011-10,BURGLARY,S,74
2011-01,NARCOTICS COMPLAINTS,J,21
2011-07,FALSE ALARMS,K,35
2011-03,MISCELLANEOUS MISDEMEANORS,R,5
2013-03,FRAUD CALLS,W,26
2013-07,ARREST,Q,2
2012-09,BIKE,S,2
2013-07,OTHER PROPERTY,Q,21
2013-02,SUSPICIOUS CIRCUMSTANCES,M,198
2012-03,TRESPASS,K,91
2012-02,ARREST,N,30
2012-06,TRESPASS,Q,12
2012-06,DISTURBANCES,B,186
2012-02,LIQUOR VIOLATIONS,O,168
2011-08,HARBOR CALLS,J,3
2013-03,SHOPLIFTING,D,20
2013-11,NARCOTICS COMPLAINTS,M,94
2013-10,ARREST,Q,1
2013-04,OTHER PROPERTY,E,33
2011-03,MISCELLANEOUS MISDEMEANORS,W,32
2011-07,PROPERTY DAMAGE,J,32
2011-12,LIQUOR VIOLATIONS,S,5
2013-04,WEAPONS CALLS,E,3
2011-05,FALSE ALARMS,Q,78
2012-10,TRESPASS,S,9
2013-10,SHOPLIFTING,C,20
2011-05,DISTURBANCES,W,148
2013-09,OTHER PROPERTY,S,26
2013-04,"PERSONS - LOST, FOUND, MISSING",W,5
2011-11,TRAFFIC RELATED CALLS,R,189
2011-11,CAR PROWL,D,66
2012-08,SUSPICIOUS CIRCUMSTANCES,U,253
2012-07,PROSTITUTION,R,2
2012-02,OTHER PROPERTY,C,30
2011-05,BURGLARY,B,48
2012-08,"THREATS, HARASSMENT",O,17
2013-03,MENTAL HEALTH,K,87
2012-08,BIKE,C,3
2011-12,DISTURBANCES,J,126
2012-09,RECKLESS BURNING,K,1
2012-03,CAR PROWL,E,46
2013-04,"PROPERTY - MISSING, FOUND",O,14
2013-01,HAZARDS,B,11
2011-10,BIKE,G,3
2011-06,SUSPICIOUS CIRCUMSTANCES,G,184
2011-11,HAZARDS,M,17
2012-09,ARREST,W,15
2013-04,MISCELLANEOUS MISDEMEANORS,M,19
2013-06,OTHER PROPERTY,R,23
2013-05,PROSTITUTION,D,10
2012-07,LEWD CONDUCT,F,3
2013-02,HAZARDS,S,2
2012-05,"PERSONS - LOST, FOUND, MISSING",Q,6
2011-05,HARBOR CALLS,C,1
2013-02,FRAUD CALLS,B,12
2013-03,"NUISANCE, MISCHIEF",R,9
2011-05,LEWD CONDUCT,M,11
2013-03,NARCOTICS COMPLAINTS,L,8
2013-03,PERSON DOWN/INJURY,L,11
2012-01,HOMICIDE,R,1
2013-08,"THREATS, HARASSMENT",D,15
2013-06,"PROPERTY - MISSING, FOUND",D,21
2012-01,ASSAULTS,Q,9
2013-07,BIKE,B,9
2012-01,MENTAL HEALTH,U,29
2012-08,SHOPLIFTING,R,21
2011-08,SHOPLIFTING,J,8
2012-12,LIQUOR VIOLATIONS,B,15
2013-12,PERSON DOWN/INJURY,B,10
2013-07,"PERSONS - LOST, FOUND, MISSING",O,4
2011-03,"THREATS, HARASSMENT",M,22
2013-07,PERSON DOWN/INJURY,S,7
2013-03,LIQUOR VIOLATIONS,L,10
2011-10,SHOPLIFTING,R,11
2012-08,CAR PROWL,W,45
2012-10,CAR PROWL,F,28
2012-09,OTHER PROPERTY,B,24
2013-03,"NUISANCE, MISCHIEF",G,6
2011-08,MISCELLANEOUS MISDEMEANORS,Q,6
2011-04,ROBBERY,F,7
2012-09,FRAUD CALLS,G,4
2011-05,DRIVE BY (NO INJURY),K,1
2013-05,ROBBERY,E,10
2011-12,BURGLARY,NULL,1
2012-09,PROPERTY DAMAGE,K,19
2011-11,FRAUD CALLS,O,6
2013-01,MENTAL HEALTH,R,26
2013-09,DISTURBANCES,S,136
2012-09,ROBBERY,N,8
2013-09,TRESPASS,O,6
2011-11,PROSTITUTION,B,1
2012-03,PERSON DOWN/INJURY,J,10
2011-01,DISTURBANCES,W,112
2012-02,MENTAL HEALTH,D,42
2012-06,LIQUOR VIOLATIONS,R,16
2012-07,DISTURBANCES,M,392
2013-12,SHOPLIFTING,O,7
2013-08,ROBBERY,M,15
2011-01,MISCELLANEOUS MISDEMEANORS,S,1
2013-03,TRESPASS,R,24
2012-11,FALSE ALARMS,F,55
2011-10,ACCIDENT INVESTIGATION,S,60
2012-10,OTHER PROPERTY,C,32
2012-09,TRESPASS,L,11
2012-11,TRAFFIC RELATED CALLS,R,209
2011-04,TRAFFIC RELATED CALLS,D,238
2013-03,"PROPERTY - MISSING, FOUND",S,1
2013-10,MENTAL HEALTH,E,42
2012-12,ROBBERY,L,7
2012-12,TRAFFIC RELATED CALLS,J,303
2013-08,BIKE,K,8
2013-05,WEAPONS CALLS,L,3
2012-07,HOMICIDE,S,4
2012-01,PROSTITUTION,L,1
2012-08,BIKE,Q,4
2012-01,TRESPASS,O,36
2013-07,BURGLARY,W,26
2012-11,WEAPONS CALLS,M,5
2012-04,DISTURBANCES,D,199
2011-03,RECKLESS BURNING,L,1
2013-02,SUSPICIOUS CIRCUMSTANCES,C,196
2013-11,SHOPLIFTING,K,121
2012-01,ASSAULTS,O,32
2011-12,PROPERTY DAMAGE,U,43
2013-07,TRESPASS,NULL,1
2013-05,CAR PROWL,S,28
2012-03,SHOPLIFTING,Q,8
2012-01,PROWLER,O,1
2013-04,DISTURBANCES,G,118
2012-01,FRAUD CALLS,E,18
2011-08,BURGLARY,Q,52
2013-06,OTHER PROPERTY,U,35
2011-09,NARCOTICS COMPLAINTS,C,16
2013-09,FALSE ALARMS,S,41
2011-03,BIKE,J,2
2013-02,"THREATS, HARASSMENT",D,23
2013-07,FALSE ALARMS,E,27
2012-09,OTHER PROPERTY,F,39
2013-01,BIKE,D,4
2012-09,HARBOR CALLS,F,1
2013-02,OTHER PROPERTY,Q,19
2013-02,TRAFFIC RELATED CALLS,S,261
2012-07,PROSTITUTION,S,1
2011-01,VICE CALLS,S,1
2012-06,MISCELLANEOUS MISDEMEANORS,R,2
2011-03,OTHER VICE,J,1
2011-03,HAZARDS,D,5
2011-08,"NUISANCE, MISCHIEF",J,21
2012-04,WEAPONS CALLS,B,3
2012-10,TRAFFIC RELATED CALLS,B,206
2013-11,SUSPICIOUS CIRCUMSTANCES,R,149
2013-07,HOMICIDE,C,1
2012-11,SHOPLIFTING,S,19
2011-10,MENTAL HEALTH,R,18
2011-09,SUSPICIOUS CIRCUMSTANCES,F,184
2013-04,CAR PROWL,NULL,2
2012-01,CAR PROWL,U,58
2011-10,"PROPERTY - MISSING, FOUND",S,2
2013-06,LIQUOR VIOLATIONS,Q,27
2011-06,FALSE ALARMS,E,15
2011-09,LEWD CONDUCT,K,16
2013-05,TRESPASS,E,67
2011-02,OTHER PROPERTY,S,20
2013-09,CAR PROWL,O,36
2013-05,PERSON DOWN/INJURY,E,4
2013-03,"THREATS, HARASSMENT",C,13
2011-08,HAZARDS,M,15
2011-10,LIQUOR VIOLATIONS,L,30
2011-06,RECKLESS BURNING,F,1
2013-01,ANIMAL COMPLAINTS,S,3
2011-08,"THREATS, HARASSMENT",L,17
2011-04,FALSE ALARMS,L,85
2013-06,FALSE ALARMS,Q,82
2011-09,HAZARDS,Q,17
2013-07,ANIMAL COMPLAINTS,K,3
2012-12,SHOPLIFTING,F,16
2012-04,ASSAULTS,R,19
2012-02,MENTAL HEALTH,G,23
2013-05,"PROPERTY - MISSING, FOUND",G,11
2011-02,FALSE ALARMS,N,44
2013-11,LIQUOR VIOLATIONS,W,5
2012-10,FRAUD CALLS,G,10
2013-01,ANIMAL COMPLAINTS,D,3
2013-05,DISTURBANCES,S,163
2013-06,ASSAULTS,Q,16
2011-03,TRAFFIC RELATED CALLS,L,168
2013-01,NARCOTICS COMPLAINTS,S,3
2012-05,ARREST,Q,8
2012-09,"NUISANCE, MISCHIEF",J,40
2012-06,PROPERTY DAMAGE,C,30
2012-05,OTHER PROPERTY,B,32
2012-03,DISTURBANCES,B,153
2011-07,CAR PROWL,J,55
2011-11,LIQUOR VIOLATIONS,Q,31
2013-10,ROBBERY,S,15
2011-04,NARCOTICS COMPLAINTS,S,40
2013-06,"NUISANCE, MISCHIEF",R,19
2012-08,MENTAL HEALTH,S,30
2013-11,"THREATS, HARASSMENT",W,9
2011-04,ARREST,F,11
2011-04,FALSE ALARMS,W,66
2012-12,LEWD CONDUCT,Q,1
2013-12,SUSPICIOUS CIRCUMSTANCES,R,164
2012-08,"NUISANCE, MISCHIEF",J,33
2011-07,"NUISANCE, MISCHIEF",F,51
2012-10,BIKE,W,12
2012-02,"PERSONS - LOST, FOUND, MISSING",W,7
